,precio,fecha_constr,lat,lon
1051,360000,1911.0,41.4018783,2.1740666
1056,1685000,1900.0,41.3920150,2.1710830
1060,985000,2021.0,41.3926600,2.1772000
1061,990000,1979.0,41.4015100,2.1684000
1065,495000,1910.0,41.3925620,2.1752770
1067,2500000,1969.0,41.3956457,2.1610770
1071,650000,1892.0,41.3963610,2.1688980
1072,1350000,1900.0,41.3920010,2.1721480
1073,515000,1934.0,41.3987233,2.1654818
1075,368000,1963.0,41.3905213,2.1749532
1078,600000,1993.0,41.3967131,2.1764499
1085,1246832,1910.0,41.3979680,2.1666210
1086,1685000,1900.0,41.3920150,2.1710830
1087,375000,1970.0,41.3996900,2.1735500
1089,1195000,1950.0,41.3979520,2.1660320
1094,368000,1963.0,41.3911375,2.1746828
1096,368000,1963.0,41.3905213,2.1749532
1098,640000,1900.0,41.3894614,2.1625980
1099,368000,1963.0,41.3906557,2.1748810
1101,368000,1963.0,41.3906557,2.1748810
1106,1000000,2005.0,41.3924180,2.1741060
1107,995000,1900.0,41.3969800,2.1717830
1108,450000,1954.0,,
1109,368000,1963.0,41.3905213,2.1749532
1110,895000,1926.0,41.3901930,2.1754020
1111,590000,2019.0,41.3906000,2.1789400
1112,1200000,1900.0,41.3922800,2.1679380
1114,1490000,1900.0,41.3938487,2.1545894
1115,1200000,1890.0,41.3923940,2.1613810
1116,375000,1973.0,41.3986544,2.1646687
1119,318000,1900.0,41.3970443,2.1701684
1120,450000,1954.0,41.3989120,2.1707117
1125,1350000,1926.0,41.3901930,2.1754020
1130,368000,1963.0,41.3906398,2.1748572
1131,630000,1890.0,41.3890540,2.1750450
1132,3500000,1910.0,41.3948290,2.1609870
1142,675000,2019.0,41.3906000,2.1789400
1145,687000,1900.0,41.3902403,2.1755933
1146,390000,1900.0,41.3925532,2.1721056
1147,479000,1900.0,41.3933865,2.1712115
1153,1180000,1920.0,41.3947750,2.1621960
1155,1396000,1905.0,41.3941490,2.1675230
1159,163000,1960.0,41.3879170,2.1699187
1161,195000,1895.0,41.3933064,2.1643072
1163,368000,1963.0,,
1166,682000,1900.0,41.3994551,2.1662507
1168,1490000,1900.0,41.3882560,2.1662449
1169,682000,1900.0,41.3999749,2.1666109
1171,4995000,1895.0,41.3920900,2.1764500
1172,570000,1860.0,41.3970100,2.1706400
1195,700000,1900.0,41.3912163,2.1605079
1201,720000,1983.0,41.3943235,2.1742808
1206,1500000,1900.0,41.3894160,2.1720040
1209,340000,1970.0,41.3982189,2.1736132
1222,445000,1890.0,41.3893178,2.1631523
1223,1300000,1900.0,41.3898900,2.1653300
